Symbol,Name,Exchange,Last,Industry,SIC Description,Time
THC,Tenet Healthcare Corp,NYSE,74.2,Medical - Hospitals,SIC-8062 Services-General Medical & Surgical Hospital,4/28/2022
SRPT,Sarepta Therapeutics,NASDAQ,74.16,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations,4/28/2022
NPK,National Presto Industries,NYSE,74.03,Conglomerates - Div Operations,"SIC-3480 Ordnance & Accessories, (No Vehicles/Guided",4/28/2022
BBSI,Barrett Business S,NASDAQ,73.99,Outsourcing,SIC-7363 Services-Help Supply Services,4/28/2022
DIN,Dineequity Inc,NYSE,73.96,Retail - Restaurants,SIC-5812 Retail-Eating Places,4/28/2022
INDT,Indus Realty Trust Inc [Md],NASDAQ,73.71,REIT - Equity Trust Other,SIC-6500 Real Estate,4/28/2022
APH,Amphenol Corp,NYSE,73.55,Electronics - Connectors,SIC-3678 Electronic Connectors,4/28/2022
NEE,Nextera Energy,NYSE,73.49,Utility - Electric Power,SIC-4911 Electric Services,4/28/2022
TRNS,Transcat Inc,NASDAQ,73.49,Industrial Controls,SIC-3825 Instruments For Meas & Testing of Electricit,4/28/2022
NEM,Newmont Mining Corp,NYSE,73.28,Mining - Misc,SIC-1040 Gold and Silver Ores,4/28/2022
KRC,Kilroy Realty Corp,NYSE,73.2,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts,4/28/2022
ONTO,Onto Innovation Inc,NYSE,73.17,Nanotechnology,"SIC-3829 Measuring & Controlling Devices, NEC",4/28/2022
TD,Toronto Dominion Bank,NYSE,73.16,Banks - Foreign,"SIC-6029 Commercial Banks, NEC",4/28/2022
ALC,Alcon Inc,NYSE,73.1,Medical Instruments,SIC-3851 Ophthalmic Goods,4/28/2022
LKFN,Lakeland Finl Corp,NASDAQ,72.95,Banks - Midwest,SIC-6022 State Commercial Banks,4/28/2022
BIPC,Brookfield Infrastructure Partners LP Cl A,NYSE,72.88,Finance - Misc Services,SIC-4923 Natural Gas Transmission & Distribution,4/28/2022
DHI,D.R. Horton,NYSE,72.86,Building - Residential & Comm,SIC-1531 Operative Builders,4/28/2022
MTZ,Mastec Inc,NYSE,72.81,Building - Heavy Construction,"SIC-1623 Water, Sewer, Pipeline, Comm & Power Line Co",4/28/2022
O,Realty Income Corp,NYSE,72.71,REIT - Equity Trust Retail,SIC-6798 Real Estate Investment Trusts,4/28/2022
SLG,SL Green Realty Corp,NYSE,72.58,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts,4/28/2022
KNTK,Kinetik Holdings Inc,NASDAQ,72.45,Oil - Field Services,SIC-4922 Natural Gas Transmission,4/28/2022
GIS,General Mills,NYSE,72.27,Food - Misc & Diversified,SIC-2040 Grain Mill Products,4/28/2022
FSLR,First Solar Inc,NASDAQ,72.26,Solar,SIC-3674 Semiconductors & Related Devices,4/28/2022
TXT,Textron Inc,NYSE,72.05,Aerospace - Defense,SIC-3720 Aircraft & Parts,4/28/2022
REG,Regency Centers Corp,NASDAQ,71.93,REIT - Equity Trust Retail,SIC-6798 Real Estate Investment Trusts,4/28/2022
FELE,Franklin Electric Company,NASDAQ,71.91,Machinery - Electrical,SIC-3621 Motors & Generators,4/28/2022
KFRC,Kforce Inc,NASDAQ,71.85,Staffing,SIC-7363 Services-Help Supply Services,4/28/2022
BFC,Bank First National Corp [Wisconsin],NASDAQ,71.77,Banks - Northeast,SIC-6021 National Commercial Banks,4/28/2022
ACM,Aecom Technology Corp,NYSE,71.75,Engineering & R&D Services,SIC-8711 Services-Engineering Services,4/28/2022
ITT,ITT Inc,NYSE,71.7,Conglomerates - Div Operations,SIC-3561 Pumps & Pumping Equipment,4/28/2022
PEGA,Pegasystems Inc,NASDAQ,71.66,Computer - Software,SIC-7374 Services-Computer Processing & Data Preparat,4/28/2022
PDCE,Pdc Energy Inc,NASDAQ,71.56,Oil - US Exploration & Product,SIC-1311 Crude Petroleum & Natural Gas,4/28/2022
RIO,Rio Tinto Plc ADR,NYSE,71.51,Mining - Misc,SIC-1000 Metal Mining,4/28/2022
HOLX,Hologic Inc,NASDAQ,71.4,Medical Instruments,SIC-3844 X-Ray Apparatus & Tubes & Related Irradiatio,4/28/2022
MCRI,Monarch Casino,NASDAQ,71.3,Gaming,SIC-7011 Hotels & Motels,4/28/2022
NFG,National Fuel Gas Company,NYSE,71.28,Utility - Gas Distribution,SIC-4924 Natural Gas Distribution,4/28/2022
HIG,Hartford Financial Services Group,NYSE,71.27,Insurance - Multi Line,"SIC-6331 Fire, Marine & Casualty Insurance",4/28/2022
RARE,Ultragenyx Pharmaceu,NASDAQ,71.17,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations,4/28/2022
PEG,Public Service Enterprise Group Inc,NYSE,71.15,Utility - Electric Power,SIC-4931 Electric & Other Services Combined,4/28/2022
R,Ryder System,NYSE,70.96,Transportation - Equip & Lease,SIC-7510 Services-Auto Rental & Leasing (No Drivers),4/28/2022
CMS,Cms Energy Corp,NYSE,70.87,Utility - Electric Power,SIC-4931 Electric & Other Services Combined,4/28/2022
BAX,Baxter International Inc,NYSE,70.8,Medical Products,SIC-3841 Surgical & Medical Instruments & Apparatus,4/28/2022
EIX,Edison International,NYSE,70.8,Utility - Electric Power,SIC-4911 Electric Services,4/28/2022
WYNN,Wynn Resorts Ltd,NASDAQ,70.74,Gaming,SIC-7011 Hotels & Motels,4/28/2022
ADC,Agree Realty Corp,NYSE,70.73,REIT - Equity Trust Retail,SIC-6798 Real Estate Investment Trusts,4/28/2022
TBK,Triumph Bancorp,NASDAQ,70.58,Banks - Southeast,SIC-6022 State Commercial Banks,4/28/2022
MDGL,Madrigal Pharmaceuticals Inc,NASDAQ,70.55,Medical - Drugs,SIC-2834 Pharmaceutical Preparations,4/28/2022
AA,Alcoa Corp,NYSE,70.52,Metal Products - Distribution,SIC-3334 Primary Production of Aluminium,4/28/2022
IBTX,Independent Bank Group,NASDAQ,70.48,Banks - Southeast,SIC-6022 State Commercial Banks,4/28/2022
SYNH,Syneos Health Inc,NASDAQ,70.46,Medical Information Systems,SIC-8731 Services-Commercial Physical & Biological Re,4/28/2022
PDS,Precision Drilling Corp,NYSE,70.34,Oil & Gas - Drilling,SIC-1381 Drilling Oil & Gas Wells,4/28/2022
MU,Micron Technology,NASDAQ,70.18,Semi Memory,SIC-3674 Semiconductors & Related Devices,4/28/2022
U,Unity Software Inc,NYSE,69.93,Internet - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
CBSH,Commerce Bancshares,NASDAQ,69.89,Banks - Midwest,SIC-6022 State Commercial Banks,4/28/2022
UFPT,U F P Tech Inc,NASDAQ,69.88,Containers - Paper Products,SIC-3841 Surgical & Medical Instruments & Apparatus,4/28/2022
CGNX,Cognex Cp,NASDAQ,69.82,Electronic Test Equipment,"SIC-3823 Industrial Instruments For Measurement, Disp",4/28/2022
AAWW,Atlas Air Ww,NASDAQ,69.78,Transportation - Air Freight,"SIC-4522 Air Transportation, Nonscheduled",4/28/2022
EVRG,Evergy Inc,NYSE,69.73,Other Alt Energy,SIC-4931 Electric & Other Services Combined,4/28/2022
K,Kellogg Company,NYSE,69.55,Food - Misc & Diversified,SIC-2040 Grain Mill Products,4/28/2022
RGR,Sturm Ruger & Company,NYSE,69.46,Leisure & Recreational Prdcts,"SIC-3480 Ordnance & Accessories, (No Vehicles/Guided",4/28/2022
ACHC,Acadia Healthcr Company,NASDAQ,69.36,Medical - Hospitals,"SIC-8093 Services-Specialty Outpatient Facilities, NE",4/28/2022
SNEX,Stonex Group Inc,NASDAQ,69.35,Finance - Misc Services,"SIC-6200 Security & Commodity Brokers, Dealers, Excha",4/28/2022
SCHW,The Charles Schwab Corp,NYSE,69.12,Finance - Investment Brokers,"SIC-6211 Security Brokers, Dealers & Flotation Compan",4/28/2022
BXC,Bluelinx Holdings Inc,NYSE,69.06,Building Products - Wood,"SIC-5031 Wholesale-Lumber, Plywood, Millwork & Wood P",4/28/2022
SSNC,SS&C Technologies,NASDAQ,69.04,Computer - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
TRUP,Trupanion Inc,NASDAQ,68.99,Insurance - Accident & Health,SIC-6324 Hospital & Medical Service Plans,4/28/2022
PFBC,Preferred Bank LA,NASDAQ,68.87,Banks - West,SIC-6022 State Commercial Banks,4/28/2022
TNC,Tennant Company,NYSE,68.87,Machinery - General Industrial,SIC-3580 Refrigeration & Service Industry Machinery,4/28/2022
STT,State Street Corp,NYSE,68.84,Banks - Major Regional,SIC-6022 State Commercial Banks,4/28/2022
SEAS,Seaworld Entertainment Inc Company,NYSE,68.81,Leisure & Recreation Services,SIC-7990 Services-Miscellaneous Amusement & Recreatio,4/28/2022
HLIO,Helios Technologies Inc,NYSE,68.8,Machinery - General Industrial,SIC-3490 Miscellaneous Fabricated Metal Products,4/28/2022
WRB,W.R. Berkley Corp,NYSE,68.75,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance",4/28/2022
BF.B,Brown Forman Inc Cl B,NYSE,68.7,Beverages - Alcohol,SIC-2080 Beverages,4/28/2022
PLL,Piedmont Lithium Inc ADR,NASDAQ,68.63,Mining - Misc,SIC-1400 Mining & Quarrying of Nonmetallic Minerals (,4/28/2022
TTGT,Techtarget Inc,NASDAQ,68.63,Internet - Content,"SIC-7389 Services-Business Services, NEC",4/28/2022
FUL,H. B. Fuller Company,NYSE,68.41,Chemical - Specialty,SIC-2891 Adhesives & Sealants,4/28/2022
KRNT,Kornit Digital Ord,NASDAQ,68.39,Printing - Commercial,SIC-3555 Printing Trades Machinery & Equipment,4/28/2022
EHC,Encompass Health Corp,NYSE,68.36,Medical - Outpatient & Hm Care,SIC-8060 Services-Hospitals,4/28/2022
PJT,Pjt Partners Inc Cl A,NYSE,68.23,Finance - Misc Services,SIC-6282 Investment Advice,4/28/2022
MCHP,Microchip Technology,NASDAQ,68.18,Semi Analog & Mixed,SIC-3674 Semiconductors & Related Devices,4/28/2022
KEX,Kirby Corp,NYSE,68.13,Transportation - Ship,SIC-4400 Water Transportation,4/28/2022
BHP,Bhp Billiton Ltd ADR,NYSE,68.11,Mining - Misc,SIC-1000 Metal Mining,4/28/2022
BL,Blackline Inc,NASDAQ,68.07,Internet - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
TRMB,Trimble Navigation,NASDAQ,67.95,Electronics Products - Misc,"SIC-3829 Measuring & Controlling Devices, NEC",4/28/2022
THRM,Gentherm Inc,NASDAQ,67.93,Auto - Truck Original Parts,SIC-3714 Motor Vehicle Parts & Accessories,4/28/2022
NEP,Nextera Energy Partners LP,NYSE,67.83,Other Alt Energy,SIC-4911 Electric Services,4/28/2022
CROX,Crocs Inc,NASDAQ,67.82,Textile - Apparel,SIC-3021 Rubber & Plastics Footwear,4/28/2022
DOW,Dow Inc,NYSE,67.81,Chemical - Diversified,"SIC-2821 Plastic Materials, Synth Resins & Nonvulcan",4/28/2022
MET,Metlife Inc,NYSE,67.77,Insurance - Multi Line,SIC-6311 Life Insurance,4/28/2022
LW,Lamb Weston Holdings Inc,NYSE,67.76,Food - Misc & Diversified,"SIC-2030 Canned, Frozen & Preserved Fruit, Veg & Food",4/28/2022
DEN,Denbury Inc,NYSE,67.72,Oil - US Exploration & Product,SIC-1311 Crude Petroleum & Natural Gas,4/28/2022
SCI,Service Corp International,NYSE,67.6,Funeral Services & Related,SIC-7200 Services-Personal Services,4/28/2022
DD,Dupont Denemours Inc,NYSE,67.58,Chemical - Diversified,"SIC-2821 Plastic Materials, Synth Resins & Nonvulcan",4/28/2022
CZR,Caesars Entertainment Inc,NASDAQ,67.39,Leisure & Recreation Services,SIC-7011 Hotels & Motels,4/28/2022
LEN.B,Lennar Corp Cl B,NYSE,67.27,Building - Residential & Comm,SIC-1520 General Bldg Contractors - Residential Bldgs,4/28/2022
BJ,Bj's Wholesale Club Holdings Inc,NYSE,67.25,Consumer Services - Misc,SIC-5331 Retail-Variety Stores,4/28/2022
ENS,Enersys Inc,NYSE,67.23,Machinery - Electrical,"SIC-3690 Miscellaneous Electrical Machinery, Equipmen",4/28/2022
AZN,Astrazeneca Plc ADR,NASDAQ,67.22,Large Cap Pharma,SIC-2834 Pharmaceutical Preparations,4/28/2022
AYX,Alteryx Inc,NYSE,67.2,Internet - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
ENTA,Enanta Pharmaceutica,NASDAQ,67.04,Medical - Drugs,SIC-2834 Pharmaceutical Preparations,4/28/2022
PB,Prosperity Bancshares,NYSE,66.95,Banks - Southwest,SIC-6022 State Commercial Banks,4/28/2022
OKE,Oneok Inc,NYSE,66.92,Oil Gas Prod Pipeline MLP,SIC-4923 Natural Gas Transmission & Distribution,4/28/2022
STRA,Strayer Education,NASDAQ,66.86,Schools,SIC-8200 Services-Educational Services,4/28/2022
IHG,Intercontinental Hotels Group ADR,NYSE,66.64,Hotels & Motels,SIC-7011 Hotels & Motels,4/28/2022
HUBG,Hub Group Inc A,NASDAQ,66.6,Transportation - Services,SIC-4731 Arrangement of Transportation of Freight & C,4/28/2022
CBT,Cabot Corp,NYSE,66.57,Chemical - Diversified,SIC-2890 Miscellaneous Chemical Products,4/28/2022
LPX,Louisiana-Pacific Corp,NYSE,66.54,Building Products - Wood,SIC-2400 Lumber & Wood Products (No Furniture),4/28/2022
GMED,Globus Medical Inc,NYSE,66.53,Medical Instruments,SIC-3841 Surgical & Medical Instruments & Apparatus,4/28/2022
CBU,Community Bank System,NYSE,66.45,Banks - Northeast,SIC-6021 National Commercial Banks,4/28/2022
ENOV,Enovis Corp,NYSE,66.37,Medical Information Systems,SIC-3561 Pumps & Pumping Equipment,4/28/2022
NEWR,New Relic Inc,NYSE,66.37,Internet - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
BKI,Black Knight Inc,NYSE,66.23,Business Information,SIC-7372 Services-Prepackaged Software,4/28/2022
MDLZ,Mondelez Intl Inc,NASDAQ,66.22,Food - Misc & Diversified,SIC-2000 Food and Kindred Products,4/28/2022
KO,Coca-Cola Company,NYSE,66.19,Beverages - Soft,SIC-2080 Beverages,4/28/2022
SEE,Sealed Air Corp,NYSE,66.12,Containers - Paper Products,"SIC-2820 Plastic Material, Synth Resin/Rubber, Cellul",4/28/2022
LOGI,Logitech Int S.A.,NASDAQ,66,Computers - Peripheral Equpt,"SIC-3577 Computer Peripheral Equipment, NEC",4/28/2022
SF,Stifel Financial Corp,NYSE,65.84,Finance - Investment Brokers,"SIC-6211 Security Brokers, Dealers & Flotation Compan",4/28/2022
BRO,Brown & Brown,NYSE,65.77,Insurance - Brokers,"SIC-6411 Insurance Agents, Brokers & Service",4/28/2022
HCI,Homeowners Choice,NYSE,65.55,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance",4/28/2022
