Symbol,Name,Exchange,Last,Industry,"SIC Description",Time
THO,"Thor Industries",NYSE,79.54,"Building - Mobile Homes & RV","SIC-3716 Motor Homes","12:33 ET"
DOX,"Amdocs Ltd Ord",NASDAQ,79.52,"IT Services","SIC-7371 Services-Computer Programming Services","12:30 ET"
WIX,"Wix.com Ltd",NASDAQ,79.28,"IT Services","SIC-7370 Services-Computer Programming, Data Processi","12:33 ET"
BPOP,"Popular Inc",NASDAQ,79.11,"Banks - Southeast","SIC-6022 State Commercial Banks","12:32 ET"
MOG.A,"Moog Inc Cl A",NYSE,79.03,"Aerospace - Defense Equipment","SIC-3590 Misc Industrial & Commercial Machinery & Equ","12:28 ET"
AVLR,"Avalara Inc",NYSE,78.99,"Internet - Software","SIC-7372 Services-Prepackaged Software","12:32 ET"
EQR,"Equity Residential",NYSE,78.89,"REIT - Equity Trust Resident","SIC-6798 Real Estate Investment Trusts","12:33 ET"
OSIS,"O S I Systems Inc",NASDAQ,78.86,"Electronics - Misc Components","SIC-3674 Semiconductors & Related Devices","12:27 ET"
ENV,"Envestnet Inc",NYSE,78.54,"Financial Transaction Services","SIC-7389 Services-Business Services, NEC","12:30 ET"
WPC,"W.P. Carey & Co. Llc",NYSE,78.5,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts","12:33 ET"
CHCO,"City Holding Company",NASDAQ,78.49,"Banks - Southeast","SIC-6021 National Commercial Banks","12:29 ET"
AWR,"American States Water Company",NYSE,78.42,"Utility - Water Supply","SIC-4941 Water Supply","12:30 ET"
AIN,"Albany International Corp",NYSE,78.25,"Textile - Products","SIC-2221 Broadwoven Fabric Mills, Man Made Fiber & Si","12:28 ET"
WNS,"Wns Ltd ADR",NYSE,78.13,"Business Services","SIC-7389 Services-Business Services, NEC","12:27 ET"
PNRG,"Primeenergy Cp",NASDAQ,78.01,"Oil - US Exploration & Product","SIC-1311 Crude Petroleum & Natural Gas","11:05 ET"
ATVI,"Activision Blizzard",NASDAQ,77.93,"Toys & Game & Hobby","SIC-7372 Services-Prepackaged Software","12:33 ET"
AEIS,"Advanced Energy",NASDAQ,77.9,"Semi-Eqpt Wafer Fabrication","SIC-3679 Electronic Components, NEC","12:20 ET"
WAL,"Western Alliance Bancorp",NYSE,77.83,"Banks - West","SIC-6022 State Commercial Banks","12:32 ET"
LIVN,"Livanova Plc OR Sh",NASDAQ,77.79,"Medical Instruments","SIC-3845 Electromedical & Electrotherapeutic Apparatu","12:32 ET"
UFPI,"Universal Forest Prd",NASDAQ,77.78,"Building Products - Wood","SIC-2421 Sawmills & Planting Mills, General","12:31 ET"
PNFP,"Pinnacle Finl Ptnrs",NASDAQ,77.76,"Banks - Southeast","SIC-6021 National Commercial Banks","12:29 ET"
JBSS,"John B Sanfilippo",NASDAQ,77.75,"Food - Misc & Diversified","SIC-2060 Sugar & Confectionery Products","12:26 ET"
DLB,"Dolby Laboratories",NYSE,77.72,"Audio & Video Products","SIC-6794 Patent Owners & Lessors","12:32 ET"
DOOR,"Masonite Worldwide Holdings",NYSE,77.71,"Building Products - Wood","SIC-2430 Millwood, Veneer, Plywood, & Structural Wood","12:30 ET"
MYRG,"MYR Group Inc",NASDAQ,77.49,"Electrical Construction","SIC-1623 Water, Sewer, Pipeline, Comm & Power Line Co","12:30 ET"
CRUS,"Cirrus Logic Inc",NASDAQ,77.33,"Electronics - Semiconductors","SIC-3674 Semiconductors & Related Devices","12:32 ET"
BC,"Brunswick Corp",NYSE,77.26,"Leisure & Recreational Prdcts","SIC-3510 Engines & Turbines","12:31 ET"
INDB,"Independent Bk Corp",NASDAQ,77.21,"Banks - Northeast","SIC-6022 State Commercial Banks","12:31 ET"
IPI,"Intrepid Potash Inc",NYSE,77.18,Fertilizers,"SIC-1400 Mining & Quarrying of Nonmetallic Minerals (","12:31 ET"
JOUT,"Johnson Outdoors",NASDAQ,76.98,"Leisure & Recreational Prdcts","SIC-3949 Sporting & Athletic Goods, NEC","12:27 ET"
ESTC,"Elastic N.V.",NYSE,76.92,"Technology Services","SIC-7372 Services-Prepackaged Software","12:33 ET"
OMC,"Omnicom Group Inc",NYSE,76.85,"Advertising Marketing Services","SIC-7311 Services-Advertising Agencies","12:32 ET"
RCL,"Royal Caribbean Cruises Ltd",NYSE,76.83,"Leisure & Recreation Services","SIC-4400 Water Transportation","12:31 ET"
FCFS,"Firstcash Holdings Inc",NASDAQ,76.78,"Financial Transaction Services","SIC-5900 Retail-Miscellaneous Retail","12:31 ET"
SIMO,"Silicon Motion Techn ADR",NASDAQ,76.72,"Electronics - Semiconductors","SIC-3674 Semiconductors & Related Devices","12:31 ET"
SSB,"Southstate Corp",NASDAQ,76.66,"Banks - Southeast","SIC-6022 State Commercial Banks","12:32 ET"
ORA,"Ormat Technologies",NYSE,76.63,"Other Alt Energy","SIC-4911 Electric Services","12:32 ET"
MGEE,"Mge Energy Inc",NASDAQ,76.61,"Utility - Electric Power","SIC-4900 Electric, Gas & Sanitary Services","12:30 ET"
LEN,"Lennar Corp",NYSE,76.44,"Building - Residential & Comm","SIC-1520 General Bldg Contractors - Residential Bldgs","12:32 ET"
ITGR,"Integer Holdings Corp",NYSE,76.4,"Medical Instruments","SIC-3690 Miscellaneous Electrical Machinery, Equipmen","12:32 ET"
SSTK,"Shutterstock Inc",NYSE,76.4,"Internet - Content","SIC-7374 Services-Computer Processing & Data Preparat","12:32 ET"
USNA,"Usana Health Sciences Inc",NYSE,76.28,"Medical - Drugs","SIC-2833 Medicinal Chemicals & Botanical Products","12:26 ET"
REXR,"Rexford Industrial Realty Inc",NYSE,76.25,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts","12:33 ET"
AMRK,"A-Mark Precious Meta",NASDAQ,76.09,"Precious Metals & Jewelry","SIC-5094 Wholesale-Jewelry, Watches, Precious Stones","12:31 ET"
PEGA,"Pegasystems Inc",NASDAQ,75.69,"Computer - Software","SIC-7374 Services-Computer Processing & Data Preparat","12:32 ET"
INCY,"Incyte Corp",NASDAQ,75.36,"Medical - Biomedical","SIC-8731 Services-Commercial Physical & Biological Re","12:32 ET"
BMY,"Bristol-Myers Squibb Company",NYSE,75.34,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations","12:33 ET"
GE,"General Electric Company",NYSE,75.19,"Conglomerates - Div Operations","SIC-3600 Electronic & Other Electrical Equipment (No","12:33 ET"
DAR,"Darling International Inc",NYSE,75.16,"Food - Misc & Diversified","SIC-2070 Fats & Oils","12:33 ET"
CL,"Colgate-Palmolive Company",NYSE,75.09,"Soap and Cleaning Products","SIC-2844 Perfumes, Cosmetics & Other Toilet Preparati","12:33 ET"
BOH,"Bank of Hawaii Corp",NYSE,75.07,"Banks - West","SIC-6022 State Commercial Banks","12:31 ET"
DIOD,"Diodes Inc",NASDAQ,75.03,"Electronics - Semiconductors","SIC-3674 Semiconductors & Related Devices","12:31 ET"
BCC,"Boise Cascade L.L.C.",NYSE,74.95,"Building Products - Wood","SIC-5030 Wholesale-Lumber & Other Construction Materi","12:32 ET"
AZTA,"Azenta Inc",NASDAQ,74.89,"Medical Information Systems","SIC-3559 Special Industry Machinery, NEC","12:33 ET"
ELS,"Equity Lifestyle Properties",NYSE,74.61,"REIT - Equity Trust Resident","SIC-6798 Real Estate Investment Trusts","12:32 ET"
ARCB,"Arcbest Corp",NASDAQ,74.58,"Transportation - Truck","SIC-4213 Trucking (No Local)","12:32 ET"
SBUX,"Starbucks Corp",NASDAQ,74.49,"Retail - Restaurants","SIC-5810 Retail-Eating & Drinking Places","12:33 ET"
ESTA,"Establishment Labs Holdings Inc",NASDAQ,74.18,"Medical Services","SIC-3842 Orthopedic, Prosthetic & Surgical Appliances","12:32 ET"
TRNS,"Transcat Inc",NASDAQ,74.06,"Industrial Controls","SIC-3825 Instruments For Meas & Testing of Electricit","12:23 ET"
NTAP,"Netapp Inc",NASDAQ,73.93,"Computer - Storage Devices","SIC-3572 Computer Storage Devices","12:32 ET"
POST,"Post Holdings Inc",NYSE,73.91,"Food - Misc & Diversified","SIC-2040 Grain Mill Products","12:30 ET"
FSLR,"First Solar Inc",NASDAQ,73.89,Solar,"SIC-3674 Semiconductors & Related Devices","12:32 ET"
PCRX,"Pacira Pharm Inc",NASDAQ,73.88,"Medical - Drugs","SIC-2834 Pharmaceutical Preparations","12:32 ET"
ALV,"Autoliv Inc",NYSE,73.79,"Auto - Truck Original Parts","SIC-3714 Motor Vehicle Parts & Accessories","12:31 ET"
ORCL,"Oracle Corp",NYSE,73.69,"Computer - Software","SIC-7372 Services-Prepackaged Software","12:33 ET"
SRPT,"Sarepta Therapeutics",NASDAQ,73.63,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations","12:33 ET"
DIN,"Dineequity Inc",NYSE,73.53,"Retail - Restaurants","SIC-5812 Retail-Eating Places","12:32 ET"
FMX,"Fomento Economico Mexicano S.A.B. DE C.V. ADR",NYSE,73.52,"Beverages - Soft","SIC-2086 Bottled & Canned Soft Drinks & Carbonated Wa","12:31 ET"
PVH,"Phillips-Van Heusen Corp",NYSE,73.51,"Textile - Apparel","SIC-2320 Mens & Boys Furnishings, Work Clothg, & Alli","12:31 ET"
NGG,"National Grid Transco Plc ADR",NYSE,73.41,"Utility - Electric Power","SIC-4922 Natural Gas Transmission","12:23 ET"
TRGP,"Targa Resources",NYSE,73.35,"Oil Refining & Marketing MLP","SIC-4922 Natural Gas Transmission","12:32 ET"
HOLX,"Hologic Inc",NASDAQ,73.29,"Medical Instruments","SIC-3844 X-Ray Apparatus & Tubes & Related Irradiatio","12:33 ET"
OTIS,"Otis Worldwide Corp",NYSE,73.21,"Building & Construction - Misc","SIC-3600 Electronic & Other Electrical Equipment (No","12:33 ET"
LKFN,"Lakeland Finl Corp",NASDAQ,73.11,"Banks - Midwest","SIC-6022 State Commercial Banks","12:31 ET"
TTEC,"Teletech Hlds",NASDAQ,73.1,"Technology Services","SIC-7363 Services-Help Supply Services","12:18 ET"
BBSI,"Barrett Business S",NASDAQ,73.09,Outsourcing,"SIC-7363 Services-Help Supply Services","12:26 ET"
SQM,"Sociedad Quimica Y Minera S.A. ADR",NYSE,73.07,Fertilizers,"SIC-1400 Mining & Quarrying of Nonmetallic Minerals (","12:32 ET"
MMS,"Maximus Inc",NYSE,72.99,"Government Services","SIC-7389 Services-Business Services, NEC","12:31 ET"
SR,"Spire Inc",NYSE,72.96,"Utility - Gas Distribution","SIC-4924 Natural Gas Distribution","12:32 ET"
SO,"Southern Company",NYSE,72.95,"Utility - Electric Power","SIC-4911 Electric Services","12:32 ET"
MSGE,"Madison Square Garden Entertainment Corp",NYSE,72.94,"Leisure & Recreation Services","SIC-7900 Services-Amusement & Recreation Services","12:32 ET"
HUBG,"Hub Group Inc A",NASDAQ,72.89,"Transportation - Services","SIC-4731 Arrangement of Transportation of Freight & C","12:32 ET"
CPA,"Copa Holdings S.A.",NYSE,72.66,"Transportation - Airline","SIC-4512 Air Transportation, Scheduled","12:31 ET"
MTZ,"Mastec Inc",NYSE,72.65,"Building - Heavy Construction","SIC-1623 Water, Sewer, Pipeline, Comm & Power Line Co","12:32 ET"
BKH,"Black Hills Corp",NYSE,72.57,"Utility - Electric Power","SIC-4911 Electric Services","12:30 ET"
EWBC,"East West Bancorp",NASDAQ,72.56,"Banks - West","SIC-6022 State Commercial Banks","12:31 ET"
CP,"Canadian Pacific Railway",NYSE,72.48,"Transportation - Rail","SIC-4011 Railroads, Line-Haul Operating","12:33 ET"
SIG,"Signet Jewelers Ltd",NYSE,72.48,"Retail - Jewelry","SIC-5944 Retail-Jewelry Stores","12:32 ET"
XEL,"XCEL Energy Inc",NASDAQ,72.44,"Utility - Electric Power","SIC-4931 Electric & Other Services Combined","12:33 ET"
GRP.U,"Granite Real Estate Invt TR",NYSE,72.2401,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts","11:57 ET"
NEM,"Newmont Mining Corp",NYSE,72.13,"Mining - Misc","SIC-1040 Gold and Silver Ores","12:32 ET"
NPK,"National Presto Industries",NYSE,72.01,"Conglomerates - Div Operations","SIC-3480 Ordnance & Accessories, (No Vehicles/Guided","12:15 ET"
KNTK,"Kinetik Holdings Inc",NASDAQ,71.76,"Oil - Field Services","SIC-4922 Natural Gas Transmission","12:31 ET"
ONTO,"Onto Innovation Inc",NYSE,71.7,Nanotechnology,"SIC-3829 Measuring & Controlling Devices, NEC","12:27 ET"
INDT,"Indus Realty Trust Inc [Md]",NASDAQ,71.69,"REIT - Equity Trust Other","SIC-6500 Real Estate","12:29 ET"
TD,"Toronto Dominion Bank",NYSE,71.5,"Banks - Foreign","SIC-6029 Commercial Banks, NEC","12:32 ET"
SYNH,"Syneos Health Inc",NASDAQ,71.33,"Medical Information Systems","SIC-8731 Services-Commercial Physical & Biological Re","12:33 ET"
APH,"Amphenol Corp",NYSE,71.32,"Electronics - Connectors","SIC-3678 Electronic Connectors","12:33 ET"
WYNN,"Wynn Resorts Ltd",NASDAQ,71.25,Gaming,"SIC-7011 Hotels & Motels","12:32 ET"
TBK,"Triumph Bancorp",NASDAQ,71.24,"Banks - Southeast","SIC-6022 State Commercial Banks","12:30 ET"
THC,"Tenet Healthcare Corp",NYSE,71.12,"Medical - Hospitals","SIC-8062 Services-General Medical & Surgical Hospital","12:32 ET"
MDGL,"Madrigal Pharmaceuticals Inc",NASDAQ,71.11,"Medical - Drugs","SIC-2834 Pharmaceutical Preparations","12:29 ET"
PNW,"Pinnacle West Capital Corp",NYSE,71.09,"Utility - Electric Power","SIC-4911 Electric Services","12:33 ET"
BFC,"Bank First National Corp [Wisconsin]",NASDAQ,70.97,"Banks - Northeast","SIC-6021 National Commercial Banks","12:22 ET"
TW,"Tradeweb Markets Inc",NASDAQ,70.93,"Finance - Investment Brokers","SIC-6200 Security & Commodity Brokers, Dealers, Excha","12:32 ET"
RARE,"Ultragenyx Pharmaceu",NASDAQ,70.9,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations","12:32 ET"
ITT,"ITT Inc",NYSE,70.88,"Conglomerates - Div Operations","SIC-3561 Pumps & Pumping Equipment","12:32 ET"
ALC,"Alcon Inc",NYSE,70.87,"Medical Instruments","SIC-3851 Ophthalmic Goods","12:32 ET"
FELE,"Franklin Electric Company",NASDAQ,70.82,"Machinery - Electrical","SIC-3621 Motors & Generators","12:32 ET"
FBHS,"Fortune Brands Home & Security",NYSE,70.82,"Retail - Home Furniture","SIC-2430 Millwood, Veneer, Plywood, & Structural Wood","12:32 ET"
MCRI,"Monarch Casino",NASDAQ,70.77,Gaming,"SIC-7011 Hotels & Motels","12:03 ET"
WLL,"Whiting Petroleum Corp",NYSE,70.72,"Oil - US Exploration & Product","SIC-1311 Crude Petroleum & Natural Gas","12:33 ET"
BAX,"Baxter International Inc",NYSE,70.72,"Medical Products","SIC-3841 Surgical & Medical Instruments & Apparatus","12:32 ET"
ACM,"Aecom Technology Corp",NYSE,70.59,"Engineering & R&D Services","SIC-8711 Services-Engineering Services","12:32 ET"
R,"Ryder System",NYSE,70.54,"Transportation - Equip & Lease","SIC-7510 Services-Auto Rental & Leasing (No Drivers)","12:33 ET"
RIO,"Rio Tinto Plc ADR",NYSE,70.45,"Mining - Misc","SIC-1000 Metal Mining","12:32 ET"
KFRC,"Kforce Inc",NASDAQ,70.25,Staffing,"SIC-7363 Services-Help Supply Services","12:15 ET"
GIS,"General Mills",NYSE,70.02,"Food - Misc & Diversified","SIC-2040 Grain Mill Products","12:32 ET"
UFPT,"U F P Tech Inc",NASDAQ,69.88,"Containers - Paper Products","SIC-3841 Surgical & Medical Instruments & Apparatus","12:24 ET"
HIG,"Hartford Financial Services Group",NYSE,69.82,"Insurance - Multi Line","SIC-6331 Fire, Marine & Casualty Insurance","12:32 ET"
TXT,"Textron Inc",NYSE,69.79,"Aerospace - Defense","SIC-3720 Aircraft & Parts","12:33 ET"
BIPC,"Brookfield Infrastructure Partners LP Cl A",NYSE,69.76,"Finance - Misc Services","SIC-4923 Natural Gas Transmission & Distribution","12:32 ET"
KRNT,"Kornit Digital Ord",NASDAQ,69.74,"Printing - Commercial","SIC-3555 Printing Trades Machinery & Equipment","12:31 ET"
NEE,"Nextera Energy",NYSE,69.74,"Utility - Electric Power","SIC-4911 Electric Services","12:33 ET"
TRNO,"Terreno Realty Corp",NYSE,69.69,"REIT - Equity Trust Other","SIC-6500 Real Estate","12:33 ET"
NFG,"National Fuel Gas Company",NYSE,69.65,"Utility - Gas Distribution","SIC-4924 Natural Gas Distribution","12:30 ET"
CROX,"Crocs Inc",NASDAQ,69.62,"Textile - Apparel","SIC-3021 Rubber & Plastics Footwear","12:30 ET"
DHI,"D.R. Horton",NYSE,69.47,"Building - Residential & Comm","SIC-1531 Operative Builders","12:33 ET"
MU,"Micron Technology",NASDAQ,69.4,"Semi Memory","SIC-3674 Semiconductors & Related Devices","12:33 ET"
BXC,"Bluelinx Holdings Inc",NYSE,69.2,"Building Products - Wood","SIC-5031 Wholesale-Lumber, Plywood, Millwork & Wood P","12:30 ET"
RGR,"Sturm Ruger & Company",NYSE,69.08,"Leisure & Recreational Prdcts","SIC-3480 Ordnance & Accessories, (No Vehicles/Guided","12:32 ET"
KRC,"Kilroy Realty Corp",NYSE,69.08,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts","12:32 ET"
LPI,"Laredo Petroleum Holdings Inc",NYSE,68.97,"Oil - US Exploration & Product","SIC-1311 Crude Petroleum & Natural Gas","12:19 ET"
TTGT,"Techtarget Inc",NASDAQ,68.94,"Internet - Content","SIC-7389 Services-Business Services, NEC","12:32 ET"
SNEX,"Stonex Group Inc",NASDAQ,68.88,"Finance - Misc Services","SIC-6200 Security & Commodity Brokers, Dealers, Excha","12:27 ET"
PEG,"Public Service Enterprise Group Inc",NYSE,68.77,"Utility - Electric Power","SIC-4931 Electric & Other Services Combined","12:33 ET"
CBSH,"Commerce Bancshares",NASDAQ,68.73,"Banks - Midwest","SIC-6022 State Commercial Banks","12:32 ET"
IBTX,"Independent Bank Group",NASDAQ,68.68,"Banks - Southeast","SIC-6022 State Commercial Banks","12:27 ET"
HLIO,"Helios Technologies Inc",NYSE,68.58,"Machinery - General Industrial","SIC-3490 Miscellaneous Fabricated Metal Products","12:17 ET"
SLG,"SL Green Realty Corp",NYSE,68.5,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts","12:33 ET"
AAWW,"Atlas Air Ww",NASDAQ,68.47,"Transportation - Air Freight","SIC-4522 Air Transportation, Nonscheduled","12:32 ET"
STT,"State Street Corp",NYSE,68.35,"Banks - Major Regional","SIC-6022 State Commercial Banks","12:33 ET"
EIX,"Edison International",NYSE,68.3,"Utility - Electric Power","SIC-4911 Electric Services","12:32 ET"
THRM,"Gentherm Inc",NASDAQ,68.25,"Auto - Truck Original Parts","SIC-3714 Motor Vehicle Parts & Accessories","12:22 ET"
EHC,"Encompass Health Corp",NYSE,68.08,"Medical - Outpatient & Hm Care","SIC-8060 Services-Hospitals","12:32 ET"
SCHW,"The Charles Schwab Corp",NYSE,68.03,"Finance - Investment Brokers","SIC-6211 Security Brokers, Dealers & Flotation Compan","12:33 ET"
PDCE,"Pdc Energy Inc",NASDAQ,67.95,"Oil - US Exploration & Product","SIC-1311 Crude Petroleum & Natural Gas","12:29 ET"
K,"Kellogg Company",NYSE,67.92,"Food - Misc & Diversified","SIC-2040 Grain Mill Products","12:33 ET"
CMS,"Cms Energy Corp",NYSE,67.85,"Utility - Electric Power","SIC-4931 Electric & Other Services Combined","12:31 ET"
SEAS,"Seaworld Entertainment Inc Company",NYSE,67.76,"Leisure & Recreation Services","SIC-7990 Services-Miscellaneous Amusement & Recreatio","12:31 ET"
ACHC,"Acadia Healthcr Company",NASDAQ,67.59,"Medical - Hospitals","SIC-8093 Services-Specialty Outpatient Facilities, NE","12:33 ET"
O,"Realty Income Corp",NYSE,67.58,"REIT - Equity Trust Retail","SIC-6798 Real Estate Investment Trusts","12:33 ET"
U,"Unity Software Inc",NYSE,67.35,"Internet - Software","SIC-7372 Services-Prepackaged Software","12:33 ET"
BL,"Blackline Inc",NASDAQ,67.31,"Internet - Software","SIC-7372 Services-Prepackaged Software","12:32 ET"
PFBC,"Preferred Bank LA",NASDAQ,67.3,"Banks - West","SIC-6022 State Commercial Banks","12:32 ET"
CZR,"Caesars Entertainment Inc",NASDAQ,67.26,"Leisure & Recreation Services","SIC-7011 Hotels & Motels","12:33 ET"
EVRG,"Evergy Inc",NYSE,67.14,"Other Alt Energy","SIC-4931 Electric & Other Services Combined","12:31 ET"
BHP,"Bhp Billiton Ltd ADR",NYSE,67.02,"Mining - Misc","SIC-1000 Metal Mining","12:32 ET"
TRUP,"Trupanion Inc",NASDAQ,66.99,"Insurance - Accident & Health","SIC-6324 Hospital & Medical Service Plans","12:32 ET"
CGNX,"Cognex Cp",NASDAQ,66.96,"Electronic Test Equipment","SIC-3823 Industrial Instruments For Measurement, Disp","12:31 ET"
REG,"Regency Centers Corp",NASDAQ,66.92,"REIT - Equity Trust Retail","SIC-6798 Real Estate Investment Trusts","12:32 ET"
PDS,"Precision Drilling Corp",NYSE,66.88,"Oil & Gas - Drilling","SIC-1381 Drilling Oil & Gas Wells","12:31 ET"
PJT,"Pjt Partners Inc Cl A",NYSE,66.79,"Finance - Misc Services","SIC-6282 Investment Advice","12:32 ET"
LNTH,"Lantheus Holdings",NASDAQ,66.78,"Medical Products","SIC-2835 In Vitro & In Vivo Diagnostic Substances","12:32 ET"
STRA,"Strayer Education",NASDAQ,66.69,Schools,"SIC-8200 Services-Educational Services","12:32 ET"
CBT,"Cabot Corp",NYSE,66.64,"Chemical - Diversified","SIC-2890 Miscellaneous Chemical Products","12:27 ET"
FUL,"H. B. Fuller Company",NYSE,66.62,"Chemical - Specialty","SIC-2891 Adhesives & Sealants","12:30 ET"
AA,"Alcoa Corp",NYSE,66.56,"Metal Products - Distribution","SIC-3334 Primary Production of Aluminium","12:33 ET"
DOW,"Dow Inc",NYSE,66.53,"Chemical - Diversified","SIC-2821 Plastic Materials, Synth Resins & Nonvulcan","12:33 ET"
TRMB,"Trimble Navigation",NASDAQ,66.4,"Electronics Products - Misc","SIC-3829 Measuring & Controlling Devices, NEC","12:32 ET"
PB,"Prosperity Bancshares",NYSE,66.27,"Banks - Southwest","SIC-6022 State Commercial Banks","12:32 ET"
WRB,"W.R. Berkley Corp",NYSE,66.26,"Insurance - Proprty & Casualty","SIC-6331 Fire, Marine & Casualty Insurance","12:32 ET"
MCHP,"Microchip Technology",NASDAQ,66.26,"Semi Analog & Mixed","SIC-3674 Semiconductors & Related Devices","12:31 ET"
ADC,"Agree Realty Corp",NYSE,66.22,"REIT - Equity Trust Retail","SIC-6798 Real Estate Investment Trusts","12:26 ET"
AZN,"Astrazeneca Plc ADR",NASDAQ,66.21,"Large Cap Pharma","SIC-2834 Pharmaceutical Preparations","12:33 ET"
PLL,"Piedmont Lithium Inc ADR",NASDAQ,66.11,"Mining - Misc","SIC-1400 Mining & Quarrying of Nonmetallic Minerals (","12:30 ET"
LOGI,"Logitech Int S.A.",NASDAQ,66.1,"Computers - Peripheral Equpt","SIC-3577 Computer Peripheral Equipment, NEC","12:32 ET"
ENS,"Enersys Inc",NYSE,66.06,"Machinery - Electrical","SIC-3690 Miscellaneous Electrical Machinery, Equipmen","12:32 ET"
MET,"Metlife Inc",NYSE,65.95,"Insurance - Multi Line","SIC-6311 Life Insurance","12:32 ET"
GMED,"Globus Medical Inc",NYSE,65.85,"Medical Instruments","SIC-3841 Surgical & Medical Instruments & Apparatus","12:31 ET"
LW,"Lamb Weston Holdings Inc",NYSE,65.8,"Food - Misc & Diversified","SIC-2030 Canned, Frozen & Preserved Fruit, Veg & Food","12:32 ET"
DD,"Dupont Denemours Inc",NYSE,65.68,"Chemical - Diversified","SIC-2821 Plastic Materials, Synth Resins & Nonvulcan","12:32 ET"
BF.B,"Brown Forman Inc Cl B",NYSE,65.47,"Beverages - Alcohol","SIC-2080 Beverages","12:31 ET"
SSNC,"SS&C Technologies",NASDAQ,65.12,"Computer - Software","SIC-7372 Services-Prepackaged Software","12:32 ET"
PLAN,"Anaplan Inc",NYSE,65.09,"Internet - Software","SIC-7372 Services-Prepackaged Software","12:32 ET"
ENOV,"Enovis Corp",NYSE,65.06,"Medical Information Systems","SIC-3561 Pumps & Pumping Equipment","12:32 ET"
SCI,"Service Corp International",NYSE,65.05,"Funeral Services & Related","SIC-7200 Services-Personal Services","12:30 ET"
LEN.B,"Lennar Corp Cl B",NYSE,64.9975,"Building - Residential & Comm","SIC-1520 General Bldg Contractors - Residential Bldgs","12:17 ET"
AYX,"Alteryx Inc",NYSE,64.95,"Internet - Software","SIC-7372 Services-Prepackaged Software","12:33 ET"
BKI,"Black Knight Inc",NYSE,64.91,"Business Information","SIC-7372 Services-Prepackaged Software","12:32 ET"
NEP,"Nextera Energy Partners LP",NYSE,64.9,"Other Alt Energy","SIC-4911 Electric Services","12:30 ET"
KEX,"Kirby Corp",NYSE,64.88,"Transportation - Ship","SIC-4400 Water Transportation","12:30 ET"
LPX,"Louisiana-Pacific Corp",NYSE,64.78,"Building Products - Wood","SIC-2400 Lumber & Wood Products (No Furniture)","12:33 ET"
BJ,"Bj's Wholesale Club Holdings Inc",NYSE,64.63,"Consumer Services - Misc","SIC-5331 Retail-Variety Stores","12:32 ET"
ACC,"American Campus Communities Inc",NYSE,64.61,"REIT - Equity Trust Resident","SIC-6798 Real Estate Investment Trusts","12:31 ET"
MTX,"Minerals Technologies Inc",NYSE,64.5,"Chemical - Specialty","SIC-2810 Industrial Inorganic Chemicals","12:18 ET"
TNC,"Tennant Company",NYSE,64.36,"Machinery - General Industrial","SIC-3580 Refrigeration & Service Industry Machinery","12:31 ET"
IHG,"Intercontinental Hotels Group ADR",NYSE,64.2,"Hotels & Motels","SIC-7011 Hotels & Motels","12:30 ET"
MRTX,"Mirati Therapeutics",NASDAQ,64.17,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations","12:32 ET"
HCI,"Homeowners Choice",NYSE,64.13,"Insurance - Proprty & Casualty","SIC-6331 Fire, Marine & Casualty Insurance","12:31 ET"
NEWR,"New Relic Inc",NYSE,64.05,"Internet - Software","SIC-7372 Services-Prepackaged Software","12:32 ET"
SEE,"Sealed Air Corp",NYSE,64.03,"Containers - Paper Products","SIC-2820 Plastic Material, Synth Resin/Rubber, Cellul","12:31 ET"
SAIL,"Sailpoint Technologies Holdings Inc",NYSE,63.94,"Technology Services","SIC-7372 Services-Prepackaged Software","12:32 ET"
MDLZ,"Mondelez Intl Inc",NASDAQ,63.9,"Food - Misc & Diversified","SIC-2000 Food and Kindred Products","12:33 ET"
ENTA,"Enanta Pharmaceutica",NASDAQ,63.88,"Medical - Drugs","SIC-2834 Pharmaceutical Preparations","12:27 ET"
RICK,"RCI Hospitality Hold",NASDAQ,63.86,"Leisure & Recreation Services","SIC-5812 Retail-Eating Places","12:15 ET"
CSGP,"Costar Group Inc",NASDAQ,63.81,"IT Services","SIC-7389 Services-Business Services, NEC","12:32 ET"
PATK,"Patrick Inds Inc",NASDAQ,63.77,"Building - Mobile Homes & RV","SIC-3714 Motor Vehicle Parts & Accessories","12:30 ET"
VOYA,"VOYA Financial Inc",NYSE,63.5,"Insurance - Life","SIC-6311 Life Insurance","12:33 ET"
GCO,"Genesco Inc",NYSE,63.47,"Retail - Apparel & Shoes","SIC-5661 Retail-Shoe Stores","12:30 ET"
KO,"Coca-Cola Company",NYSE,63.39,"Beverages - Soft","SIC-2080 Beverages","12:33 ET"
SPT,"Sprout Social Inc Cl A",NASDAQ,63.39,"Internet - Services",,"12:32 ET"
